PRIMKEY,COUNTRY,FIPSCODE,COWCODE,CONTCODE,SITENUM,NAME,LAT,LONG,RES,RESINFO,LOCSOURCE,FIELDINFO,DISC,DISCPRES,PROD,PRODPRES,OTHERINFO,SOURCEINFO,VERSION
GT001PET,Guatemala,GT,90,5,1,Yucatan Platform,17.22,-90.76,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1985,1,1985,1,Xan field found in 1985 and started operating in the same year,"Anonymous, 2001 - Bowles, year unknown - Petroleum Economist, 2003",1.2
GT002PET,Guatemala,GT,90,5,2,Sierra Madre de Chiapas-Peten,16.85,-90.71,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1985,1,-9999,3,Chocop field discovered in 1985,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
CU003PET,Cuba,CU,40,5,3,Greater Antilles Deformed Bel,21.95,-78.93,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1950,2,Jarahueca field found in 1943 and came on stream in the 1940s/1950s,"Kulke, 1995 - Pinon, 2004 - Petroleum Economist, 2003",1.2
CU002PET,Cuba,CU,40,5,2,Greater Antilles Deformed Bel,22.79,-80.76,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Motembo field discovered in 1881 and was put into production in the beginning of the 20th century,"Kulke, 1995 - Petroleum Economist, 2003",1.2
CU001PET,Cuba,CU,40,5,1,Greater Antilles Deformed Bel,22.92,-82.02,PET,oil,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,1966,2,Bacuranao field found in 1914 and under production at least since 1966,"Kulke, 1995 - Freehand.ru, year unknown - Petroleum Economist, 2003",1.2
UZ006PET,Uzbekistan,UZ,704,3,6,Fergana Basin,40.71,71.72,PET,oil and gas,"Persits et al., 1998",1,1945,1,-9999,3,Andizhan field discovered in 1935 - oil production at least since 1981 in the whole basin - gas production at least since 1979 in,"Anonymous, 2001 - Petroleum Economist, 2003 - EIA, 1994",1.2
UZ001PET,Uzbekistan,UZ,704,3,1,Middle Caspian Basin,42.67,56.39,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
UZ003PET,Uzbekistan,UZ,704,3,3,North Ustyurt Basin,43.65,58.28,PET,oil and gas,"Persits et al., 1998",1,1964,1,-9999,3,production at least since the late 1960s in the whole basin,"Ulmishek, 2001e",1.2
UZ002PET,Uzbekistan,UZ,704,3,2,North Ustyurt Basin,44.35,57.73,PET,gas,"Persits et al., 1998",1,1964,1,-9999,3,production at least since the late 1960s in the whole basin,"Ulmishek, 2001e",1.2
UZ004PET,Uzbekistan,UZ,704,3,4,Amu-Darya Basin,39.49,64.61,PET,oil and gas,"Persits et al., 1998",1,1953,1,-9999,3,Gazlinskoye field discovered in 1956 - production at least since 1990,"Kulke, 1994 - World Energy Council, 2001cj",1.2
UZ005PET,Uzbekistan,UZ,704,3,5,Afghan-Tajik Basin,37.99,67.20,PET,oil and gas,"Persits et al., 1998",1,1945,1,-9999,3,Chaudak field discovered in 1934 - production at least since 1990,"Kulke, 1994",1.2
MD002PET,Moldova,MD,359,1,2,Carpathian-Balkanian Basin,45.65,28.31,PET,oil,"Persits et al., 1998",2,1957,1,-9999,4,Valen field discovered in 1957 and pilot development from 1960 to 1964 - in 2002 no oil production in Moldova,"INOGATE, 2003b - EIA, 2002h - Petroleum Economist, 2003",1.2
MD001PET,Moldova,MD,359,1,1,Dobrogea Foreland,46.12,28.52,PET,gas,"Persits et al., 1998",2,1963,1,-9999,4,Viktorov field discovered in 1963 and pilot development in 1967/68 - in 2002 no oil production in Moldova,"INOGATE, 2003b - EIA, 2002h - Petroleum Economist, 2003",1.2
LH001PET,Lithuania,LH,368,1,1,Baltic Depression,55.40,22.19,PET,oil and gas,"Persits et al., 1998",1,1965,2,1990,1,oil fields found between 1960 and 1970,"World Energy Council, 2001aw - Vdovykin, 2002",1.2
LG001PET,Latvia,LG,367,1,1,Baltic Depression,56.78,21.48,PET,oil,"Persits et al., 1998",2,1965,2,-9999,4,Kuldiga field found between 1960 and 1970,"INOGATE, 2003e - Vdovykin, 2002 - Petroleum Economist, 2003",1.2
KG001PET,Kyrgyzstan,KG,703,3,1,Fergana Basin,39.98,69.87,PET,oil and gas,"Persits et al., 1998",1,1974,1,-9999,3,Karagachi-Tamchi fields discovered in 1974 - Beshkent-Togap field discovered in 1976 - gas production in Kyrgyzstan since 1969,"Petroleum Economist, 2003 - EIA, 1994 - INOGATE, 2003a",1.2
KG002PET,Kyrgyzstan,KG,703,3,2,Fergana Basin,40.10,71.24,PET,oil and gas,"Persits et al., 1998",1,1955,1,-9999,3,Sarykamysh field discovered in 1955 - Sarytok field discovered in 1963 - gas production in Kyrgyzstan since 1969,"Petroleum Economist, 2003 - EIA, 1994 - INOGATE, 2003a",1.2
KG003PET,Kyrgyzstan,KG,703,3,3,Fergana Basin,41.22,72.45,PET,oil and gas,"Persits et al., 1998",1,1945,1,-9999,3,Maylisay field discovered in 1901 - gas production in Kyrgyzstan since 1969,"Petroleum Economist, 2003 - Anonymous, 2001 - INOGATE, 2003a",1.2
UP008PET,Ukraine,UP,369,1,8,Azov-Kuban Basin,45.21,35.84,PET,oil and gas,"Persits et al., 1998",1,-9999,3,1983,1,Semenovskoye field came on stream in 1983,"NJSC Chornomornaftogaz, 2001a",1.2
UP009PET,Ukraine,UP,369,1,9,North Crimea Basin,45.62,33.63,PET,oil and gas,"Persits et al., 1998",1,-9999,3,1966,1,Glibovka field came on stream in 1966,"NJSC Chornomornaftogaz, 2001a",1.2
UP006PET,Ukraine,UP,369,1,6,Dobrogea Foreland,45.99,29.89,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,Sarata E field,"Petroleum Economist, 2003",1.2
UP007PET,Ukraine,UP,369,1,7,Azov-Kuban Basin,46.66,35.62,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
UP001PET,Ukraine,UP,369,1,1,North Carpathian Basin,48.83,23.96,PET,oil and gas,"Persits et al., 1998",1,1945,1,1945,1,Boryslaw and Bitkow fields discovered in the beginning of the 18th century and first production in 1860 - Dashava gas field came o,"Kulke, 1994 - Petroleum Economist, 2003",1.2
UP002PET,Ukraine,UP,369,1,2,Russian Craton Margine,50.26,24.11,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
UP003PET,Ukraine,UP,369,1,3,Russian Craton Margine,50.77,24.68,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
UP005PET,Ukraine,UP,369,1,5,Belorussian-Voronezh High,50.42,35.44,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
UP004PET,Ukraine,UP,369,1,4,Dnieper-Donets Basin,49.72,35.33,PET,oil and gas,"Persits et al., 1998",1,1950,1,-9999,3,Shebelinka gas field and Radchenkov oil field discovered in 1950 - production at least since 1990 in the basin,"Kulke, 1994 - Ulmishek, 2001a",1.2
TX008PET,Turkmenistan,TX,701,3,8,Amu-Darya Basin,36.85,61.14,PET,oil and gas,"Persits et al., 1998",1,1968,1,-9999,3,Shatlyk field found in 1968 - production at least since 1990 in the basin,"Kulke, 1994 - Turkmenistan2000, year unknown - Earth Sciences and Resources Institute, 1995",1.2
TX007PET,Turkmenistan,TX,701,3,7,Amu-Darya Basin,38.35,62.95,PET,oil and gas,"Persits et al., 1998",1,1971,1,-9999,3,Bagasdzhin field discovered in 1971 - production at least since 1990 in the basin,"Kulke, 1994 - Turkmenistan2000, year unknown - Earth Sciences and Resources Institute, 1995",1.2
TX001PET,Turkmenistan,TX,701,3,1,South Caspian Basin,38.72,54.18,PET,oil and gas,"Persits et al., 1998",1,1945,1,1945,1,Petroleum extracted from the Cheleken field at least since 1838 - Nebitdag field put into production in 1929,"Turkmenistan2000, year unknown - Petroleum Economist, 2003",1.2
TX005PET,Turkmenistan,TX,701,3,5,Amu-Darya Basin,40.41,61.39,PET,oil and gas,"Persits et al., 1998",1,1966,1,-9999,3,Achak field found in 1966 - production at least since 1990 in the basin,"Kulke, 1994 - Turkmenistan2000, year unknown - Earth Sciences and Resources Institute, 1995",1.2
TX014PET,Turkmenistan,TX,701,3,14,Amu-Darya Basin,36.14,62.51,PET,gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TX012PET,Turkmenistan,TX,701,3,12,Amu-Darya Basin,36.65,64.47,PET,gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TX009PET,Turkmenistan,TX,701,3,9,Amu-Darya Basin,37.28,62.27,PET,oil and gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TX010PET,Turkmenistan,TX,701,3,10,Amu-Darya Basin,37.59,64.55,PET,gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TX011PET,Turkmenistan,TX,701,3,11,Amu-Darya Basin,37.70,65.79,PET,gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TX006PET,Turkmenistan,TX,701,3,6,Amu-Darya Basin,38.02,59.67,PET,gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TX003PET,Turkmenistan,TX,701,3,3,Amu-Darya Basin,39.23,55.95,PET,gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TX004PET,Turkmenistan,TX,701,3,4,Amu-Darya Basin,39.57,58.67,PET,oil and gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TX002PET,Turkmenistan,TX,701,3,2,Karabogaz-Karakum High,41.67,58.82,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
TX015PET,Turkmenistan,TX,701,3,15,Central Afghanistan,35.40,62.60,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
TX013PET,Turkmenistan,TX,701,3,13,Amu-Darya Basin,35.50,62.20,PET,gas,"Persits et al., 1998",1,1956,1,-9999,3,Darwasa gas field discovered in 1956 in the basin - production at least since 1990,"Kulke, 1994 - Turkemenistan2000, year unknown",1.2
TI002PET,Tajikistan,TI,702,3,2,Tian Shan Foldbelt,39.98,69.04,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995 - Talwani et al., 1998 -",3,1969,1,-9999,3,Beurdeshik field found in 1969,"Earth Sciences and Resources Institute, 1995",1.2
TI005PET,Tajikistan,TI,702,3,5,Afghan-Tajik Basin,37.48,68.44,PET,oil and gas,"Persits et al., 1998",1,-9999,3,-9999,3,oil production at least since the mid-1980s,"World Energy Council, 2001bz",1.2
TI004PET,Tajikistan,TI,702,3,4,Afghan-Tajik Basin,38.24,69.82,PET,oil and gas,"Persits et al., 1998",1,-9999,3,-9999,3,oil production at least since the mid-1980s,"World Energy Council, 2001bz",1.2
TI003PET,Tajikistan,TI,702,3,3,Afghan-Tajik Basin,38.52,68.79,PET,oil and gas,"Persits et al., 1998",1,-9999,3,-9999,3,oil production at least since the mid-1980s,"World Energy Council, 2001bz",1.2
TI001PET,Tajikistan,TI,702,3,1,Fergana Basin,40.28,70.24,PET,oil and gas,"Persits et al., 1998",1,1945,1,-9999,3,Kim field discovered in 1908 - oil production at least since 1981 in the whole basin - gas production at least since 1979 in the w,"EIA, 1994",1.2
RS088PET,Russia,RS,365,1,88,Aniva Basin,46.74,142.45,PET,gas,"Persits et al., 1998",4,-9999,3,-9999,4,exploration since the 1950s - no production has been reported yet,"Kulke, 1994",1.2
RS015PET,Russia,RS,365,1,15,North Caspian Basin,46.50,47.87,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1976,1,1986,1,Astrakhan field found in 1976 and first gas was struck in 1986,"Earth Sciences and Resources Institute, 1995 - MARBC, 2000",1.2
RS014PET,Russia,RS,365,1,14,North Caspian Basin,47.45,45.95,PET,oil and gas,"Persits et al., 1998",1,1945,2,1945,2,whole basin: first discovery in 1911 - production at least since World War II,"Ulmishek, 2001d - Kulke, 1994",1.2
RS013PET,Russia,RS,365,1,13,North Caspian Basin,48.18,44.36,PET,oil,"Persits et al., 1998",1,1945,2,1945,2,whole basin: first discovery in 1911 - production at least since World War II,"Ulmishek, 2001d - Kulke, 1994",1.2
RS016PET,Russia,RS,365,1,16,Dnieper-Donets Basin,48.50,40.87,PET,oil and gas,"Persits et al., 1998",1,1960,2,1990,2,several discoveries between 1950 and 1960 - production at least since 1990 in the whole basin,"Kulke, 1994 - Ulmishek, 2001a",1.2
RS089PET,Russia,RS,365,1,89,Upper Bureya Basin,50.87,132.51,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
RS072PET,Russia,RS,365,1,72,Angara-Lena Terrace,52.91,103.91,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,"no confirmation of Petroleum Economist - whole basin: Kovytka field found in 1987, but several small discoveries before","Petroleum Economist, 2003 - Ulmishek, 2001c",1.2
RS071PET,Russia,RS,365,1,71,Angara-Lena Terrace,53.91,103.83,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,"no confirmation of Petroleum Economist - whole basin: Kovytka field found in 1987, but several small discoveries before","Petroleum Economist, 2003 - Ulmishek, 2001c",1.2
RS087PET,Russia,RS,365,1,87,North Sakhalin Basin,52.38,142.73,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995 - Dashevsky, 2001",1,1945,1,1945,1,Okha Tsentral'naya field found in 1921 and Ekhabi Vostochnoye field in 1935 - production since the beginning of the 1920s,"Kulke, 1994 - Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS070PET,Russia,RS,365,1,70,Angara-Lena Terrace,54.38,105.49,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,"no confirmation of Petroleum Economist - whole basin: Kovytka field found in 1987, but several small discoveries before","Petroleum Economist, 2003 - Ulmishek, 2001c",1.2
RS086PET,Russia,RS,365,1,86,West-Kamchatka Basin,54.79,155.95,PET,gas,"Persits et al., 1998",1,1980,2,1990,2,surface shows known since 1921 - since 1980 several discoveries - production at least since 1990,"Kulke, 1994",1.2
RS001PET,Russia,RS,365,1,1,Baltic Depression,54.74,21.44,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,Krasnobor fields - no further information available,"Petroleum Economist, 2003",1.2
RS075PET,Russia,RS,365,1,75,Cis-Patom Foredeep,55.00,108.16,PET,gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995 - Dashevsky, 2001",2,1986,1,-9999,4,Kovykta field discovered in 1986 and in 2001 no production had occurred yet,"Earth Sciences and Resources Institute, 1995 - Dashevsky, 2001 - Petroleum Economist, 2003",1.2
RS009PET,Russia,RS,365,1,9,Volga-Ural Region,55.43,49.06,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
RS069PET,Russia,RS,365,1,69,Angara-Lena Terrace,55.46,105.78,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,"no confirmation of Petroleum Economist - whole basin: Kovytka field found in 1987, but several small discoveries before","Petroleum Economist, 2003 - Ulmishek, 2001c",1.2
RS068PET,Russia,RS,365,1,68,Angara-Lena Terrace,56.31,102.06,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,"no confirmation of Petroleum Economist - whole basin: Kovytka field found in 1987, but several small discoveries before","Petroleum Economist, 2003 - Ulmishek, 2001c",1.2
RS041PET,Russia,RS,365,1,41,West Siberian Basin,56.60,76.49,PET,---,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1973,1,-9999,3,Igol'sko-Talovye field found in 1973,"Earth Sciences and Resources Institute, 1995",1.2
RS008PET,Russia,RS,365,1,8,Volga-Ural Region,56.80,58.83,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS052PET,Russia,RS,365,1,52,Turgay Depression,57.18,65.75,PET,---,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1970,1,-9999,3,Krytaiol'skoye field found in 1970,"Earth Sciences and Resources Institute, 1995",1.2
RS040PET,Russia,RS,365,1,40,West Siberian Basin,57.46,72.22,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS039PET,Russia,RS,365,1,39,West Siberian Basin,57.96,73.45,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS064PET,Russia,RS,365,1,64,Nepa-Botuoba Arch,58.29,107.58,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",1,1962,1,1990,2,Markovo field found in 1962 and production at least since 1990,"Kulke, 1994 - Earth Sciences and Resources Institute, 1995 - Ulmishek, 2001c",1.2
RS037PET,Russia,RS,365,1,37,West Siberian Basin,58.65,66.12,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available,,1.2
RS059PET,Russia,RS,365,1,59,Baykit Arch,58.68,98.84,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
RS007PET,Russia,RS,365,1,7,Volga-Ural Region,58.88,53.57,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS038PET,Russia,RS,365,1,38,West Siberian Basin,58.99,71.90,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS063PET,Russia,RS,365,1,63,Nepa-Botuoba Arch,59.44,108.08,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
RS036PET,Russia,RS,365,1,36,West Siberian Basin,59.83,69.16,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS035PET,Russia,RS,365,1,35,West Siberian Basin,59.96,68.10,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no information available - field could not be identified due to the high concentration in that area,"Petroleum Economist, 2003",1.2
RS060PET,Russia,RS,365,1,60,Baykit Arch,59.99,102.12,PET,oil and gas,"Persits et al., 1998 - Earth Sciences and Resources Institute, 1995",3,1980,1,-9999,3,Sobinskoye field discovered in 1980,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
RS062PET,Russia,RS,365,1,62,Nepa-Botuoba Arch,60.01,108.07,PET,oil,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
RS058PET,Russia,RS,365,1,58,Baykit Arch,60.21,95.44,PET,gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
RS061PET,Russia,RS,365,1,61,Baykit Arch,60.31,103.53,PET,oil and gas,"Persits et al., 1998",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
